"id","Own","IntentToBuy","BrandAwareness_Anker","BrandAwareness_Bose","BrandAwareness_JBL","BrandAwareness_Philips","BrandAwareness_Sony","BrandAwareness_UE","BrandAwareness_HarmanKardon","BrandAwareness_Beats","BrandAwareness_None","SubjKnow_r1","SubjKnow_r2","SubjKnow_r3","SubjKnow_r4","SubjKnow_r5","PII_1","PII_2","PII_3","PII_4","PII_5","RelImp_battery","RelImp_weight","RelImp_price","RelImp_sound","Gender","GenderLabel","Age","AgeLabel","Residence","Occupation","OccupationLabel","Education","EducationLabel","Income","IncomeLabel"
398,0,0,0,1,0,0,1,0,0,0,0,3,3,2,4,3,3,3,5,3,3,20,30,30,20,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",8,"rather not say"
401,0,1,0,1,1,1,1,0,0,1,0,5,5,4,5,5,4,6,4,3,6,30,20,20,30,1,"female",2,"18-24","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
402,0,1,0,1,1,1,1,0,0,0,0,2,1,1,4,1,5,4,4,4,3,10,20,20,50,1,"female",8,">=50","France",1,"Employed",4,"Graduate",8,"rather not say"
403,0,1,1,1,1,0,1,0,0,0,0,7,7,6,7,7,6,4,6,5,5,30,0,0,70,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",1,"<500€"
405,1,0,0,1,1,0,1,0,0,1,0,6,6,4,5,6,6,6,6,6,6,30,5,35,30,2,"male",2,"18-24","Germany",1,"Employed",2,"High school",5,"2001-2500€"
412,1,1,0,1,0,0,0,0,0,0,0,6,7,6,6,6,6,5,6,6,4,15,10,45,30,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
413,0,1,0,1,1,1,1,0,0,1,0,3,3,3,4,5,4,4,4,4,3,10,25,30,35,2,"male",3,"25-29","China",3,"Student",4,"Graduate",3,"1001-1500€"
415,0,0,0,0,0,1,1,0,0,0,0,5,5,1,5,3,5,5,5,5,5,25,5,30,40,2,"male",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
416,0,1,0,0,1,0,0,0,0,0,0,4,5,4,6,6,4,4,4,4,4,5,15,40,40,2,"male",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
417,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,2,2,6,5,3,6,5,5,40,50,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",1,"<500€"
418,0,1,0,1,1,0,0,0,0,0,0,4,3,3,3,2,2,6,6,7,7,25,15,35,25,1,"female",2,"18-24","France",3,"Student",3,"Undergraduate",1,"<500€"
419,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,3,3,5,3,30,0,40,30,1,"female",8,">=50","Germany",1,"Employed",2,"High school",5,"2001-2500€"
420,1,0,1,1,1,1,1,1,1,1,0,7,1,7,7,7,5,6,6,6,6,15,10,25,50,2,"male",3,"25-29","Germany",3,"Student",4,"Graduate",4,"1501-2000€"
431,0,0,1,1,1,1,1,1,1,1,0,6,6,5,7,6,5,4,4,4,4,10,0,30,60,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
440,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,25,15,35,25,1,"female",2,"18-24","China",3,"Student",3,"Undergraduate",2,"501-1000€"
442,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,2,2,3,2,3,5,60,0,40,0,1,"female",2,"18-24","United Kingdom",3,"Student",4,"Graduate",1,"<500€"
450,1,1,0,1,0,0,0,0,0,0,0,3,6,2,6,4,5,4,3,5,4,10,10,10,70,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
451,0,1,0,0,1,0,1,0,0,0,0,2,2,2,4,2,2,4,4,3,2,15,5,35,45,1,"female",2,"18-24","China",3,"Student",3,"Undergraduate",1,"<500€"
457,1,0,0,0,1,0,0,0,0,0,0,5,6,5,6,6,6,6,6,6,6,10,1,19,70,2,"male",8,">=50","Germany",1,"Employed",4,"Graduate",7,">=3001€"
458,0,1,0,1,1,0,1,0,1,1,0,2,3,2,4,3,4,4,4,4,2,30,10,10,50,2,"male",8,">=50","Germany",1,"Employed",1,"Less than high school",7,">=3001€"
460,1,0,0,1,1,1,1,0,0,1,0,2,2,2,3,3,5,6,6,5,6,10,0,30,60,1,"female",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
461,1,0,0,1,1,1,1,0,0,1,0,2,2,4,4,3,5,6,5,6,6,25,10,40,25,1,"female",3,"25-29","Germany",1,"Employed",2,"High school",4,"1501-2000€"
466,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,4,4,4,4,4,10,30,30,30,1,"female",8,">=50","United States",1,"Employed",4,"Graduate",8,"rather not say"
468,0,1,0,0,0,1,0,0,0,0,0,2,3,2,4,3,5,6,4,5,4,20,20,40,20,1,"female",3,"25-29","Germany",4,"Unemployed",4,"Graduate",3,"1001-1500€"
469,1,0,0,1,0,0,0,0,0,0,0,5,4,2,4,6,6,5,5,5,4,15,5,0,80,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",8,"rather not say"
471,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,2,1,1,1,1,1,20,10,65,5,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",2,"501-1000€"
473,0,0,0,1,1,0,1,0,0,1,0,2,4,2,2,2,3,5,4,5,3,5,5,50,40,1,"female",2,"18-24","France",3,"Student",2,"High school",1,"<500€"
474,1,1,0,1,1,0,0,1,0,0,0,2,2,2,4,2,6,6,5,5,7,20,10,30,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
485,1,0,0,1,1,1,1,0,0,1,0,4,3,6,5,4,6,7,7,5,6,25,5,20,50,3,"Prefer not to answer",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
488,1,0,0,1,1,1,1,0,0,1,0,3,5,3,4,5,2,3,3,2,3,30,10,20,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
490,0,1,0,0,0,1,0,0,0,0,0,3,3,1,4,2,2,4,4,5,4,50,0,0,50,1,"female",2,"18-24","Turkey",1,"Employed",4,"Graduate",2,"501-1000€"
492,0,1,1,1,1,0,0,1,1,0,0,2,2,5,6,6,4,6,5,5,5,10,0,70,20,2,"male",2,"18-24","China",3,"Student",3,"Undergraduate",2,"501-1000€"
502,1,1,1,1,1,0,1,0,1,1,0,7,7,5,7,7,6,7,6,6,5,30,5,15,50,2,"male",4,"30-34","Turkey",1,"Employed",4,"Graduate",3,"1001-1500€"
504,0,1,0,0,1,0,1,0,0,1,0,1,1,1,7,1,3,3,3,2,4,25,25,40,10,2,"male",2,"18-24","Turkey",3,"Student",3,"Undergraduate",1,"<500€"
507,0,0,0,0,1,0,1,0,0,1,0,5,2,2,4,3,3,3,3,4,3,20,0,30,50,2,"male",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
509,1,1,0,1,1,0,0,0,1,0,0,7,7,7,7,7,7,7,7,7,7,50,1,1,48,2,"male",3,"25-29","Turkey",2,"Self-employed",4,"Graduate",7,">=3001€"
511,0,0,0,1,0,1,1,0,0,0,0,6,7,2,6,5,6,5,4,6,3,20,40,10,30,1,"female",3,"25-29","Germany",4,"Unemployed",4,"Graduate",1,"<500€"
514,1,1,0,0,1,0,0,0,0,0,0,5,5,3,5,5,6,5,5,5,5,30,20,40,10,2,"male",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
515,1,0,0,1,1,1,1,1,1,1,0,7,7,5,7,7,4,5,3,5,2,20,20,20,40,2,"male",3,"25-29","Turkey",1,"Employed",4,"Graduate",4,"1501-2000€"
517,0,1,0,0,1,1,1,0,0,1,0,3,5,2,3,3,6,6,6,6,2,20,10,30,40,1,"female",3,"25-29","Turkey",3,"Student",4,"Graduate",2,"501-1000€"
518,1,0,0,1,1,1,0,1,0,1,0,4,5,2,5,5,5,5,6,5,6,15,5,10,70,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",1,"<500€"
519,1,1,0,1,1,0,0,0,0,1,0,7,7,6,7,7,7,7,7,7,7,30,10,30,30,1,"female",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
521,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,4,3,6,6,3,20,10,30,40,1,"female",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
526,0,1,0,1,1,0,1,0,1,1,0,2,3,3,4,3,5,6,5,5,5,30,10,30,30,1,"female",4,"30-34","Turkey",1,"Employed",3,"Undergraduate",4,"1501-2000€"
530,1,1,1,1,1,0,1,0,0,1,0,6,6,5,6,7,5,4,5,5,6,15,5,30,50,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",2,"501-1000€"
532,0,0,0,1,1,1,1,1,1,1,0,5,5,2,5,5,5,5,6,6,5,20,5,35,40,1,"female",2,"18-24","Turkey",3,"Student",2,"High school",2,"501-1000€"
533,1,0,0,1,1,1,1,0,0,0,0,2,3,4,2,2,5,5,4,5,4,5,5,10,80,1,"female",8,">=50","Germany",1,"Employed",5,"Other",3,"1001-1500€"
535,0,0,0,1,1,1,1,0,1,1,0,6,6,5,6,6,4,4,4,4,4,20,20,10,50,2,"male",2,"18-24","Turkey",1,"Employed",3,"Undergraduate",7,">=3001€"
537,0,0,0,1,1,0,0,0,0,1,0,2,2,1,5,2,4,4,2,2,2,20,20,10,50,1,"female",2,"18-24","Germany",3,"Student",2,"High school",3,"1001-1500€"
594,0,1,0,0,0,0,0,0,0,0,1,2,2,2,5,2,3,3,3,3,2,15,30,40,15,2,"male",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
598,0,1,0,1,1,1,1,0,0,1,0,5,5,3,5,6,6,6,6,6,6,15,10,15,60,1,"female",4,"30-34","Germany",2,"Self-employed",4,"Graduate",2,"501-1000€"
601,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,3,3,3,3,15,15,50,20,2,"male",4,"30-34","Finland",1,"Employed",4,"Graduate",8,"rather not say"
604,0,1,0,1,0,1,1,0,0,1,0,5,4,2,6,5,5,4,5,4,5,25,25,40,10,2,"male",3,"25-29","United States",3,"Student",3,"Undergraduate",8,"rather not say"
608,0,0,0,0,1,1,1,0,0,0,0,3,3,3,3,3,3,2,4,5,3,30,10,40,20,1,"female",2,"18-24","Turkey",3,"Student",2,"High school",1,"<500€"
620,1,0,0,0,1,1,1,0,0,1,0,6,2,5,6,7,7,7,6,7,6,30,1,9,60,2,"male",2,"18-24","Turkey",3,"Student",3,"Undergraduate",8,"rather not say"
622,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,2,4,4,4,5,5,20,10,20,50,2,"male",2,"18-24","United Kingdom",3,"Student",2,"High school",2,"501-1000€"
625,0,0,0,1,0,0,1,0,0,0,0,5,4,2,5,6,4,3,5,3,4,30,20,0,50,1,"female",8,">=50","Belgium",2,"Self-employed",4,"Graduate",8,"rather not say"
630,0,1,0,0,0,0,0,0,0,0,1,2,2,1,3,2,4,4,4,4,4,10,0,50,40,1,"female",2,"18-24","Turkey",1,"Employed",4,"Graduate",2,"501-1000€"
631,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,2,5,5,5,5,5,35,0,50,15,1,"female",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
632,0,0,0,0,1,1,1,0,0,1,0,2,2,2,4,2,4,4,4,4,4,25,10,35,30,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",8,"rather not say"
633,0,0,0,1,1,1,1,0,1,0,0,4,5,3,5,6,4,5,4,4,5,20,10,40,30,2,"male",2,"18-24","Turkey",3,"Student",4,"Graduate",2,"501-1000€"
634,0,1,1,1,1,1,0,0,0,1,0,2,2,2,5,2,5,4,4,5,6,20,10,20,50,1,"female",2,"18-24","Germany",2,"Self-employed",2,"High school",3,"1001-1500€"
635,0,1,0,1,1,1,1,0,0,1,0,5,6,5,5,6,5,3,4,3,5,30,15,30,25,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",2,"501-1000€"
638,1,1,0,0,0,1,0,0,0,0,0,2,2,1,5,3,3,5,2,3,3,20,40,30,10,1,"female",2,"18-24","Turkey",3,"Student",2,"High school",2,"501-1000€"
639,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,1,1,80,0,20,0,1,"female",2,"18-24","Germany",1,"Employed",2,"High school",3,"1001-1500€"
641,1,0,0,1,0,0,0,0,0,0,0,3,3,2,4,5,6,5,5,5,5,40,10,10,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
644,1,0,0,1,1,1,1,0,0,1,0,6,5,3,5,5,1,4,1,1,1,10,5,80,5,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
645,1,1,0,1,1,1,1,0,0,0,0,6,6,4,6,6,6,5,5,5,5,20,5,25,50,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
647,0,1,0,1,1,0,0,0,0,0,0,3,3,3,4,4,5,4,3,5,5,10,8,12,70,1,"female",3,"25-29","Germany",3,"Student",2,"High school",2,"501-1000€"
652,1,0,0,1,1,1,1,1,1,1,0,5,5,4,5,5,4,5,3,3,5,25,5,20,50,2,"male",3,"25-29","Germany",3,"Student",2,"High school",3,"1001-1500€"
654,1,0,0,0,0,1,0,0,0,0,0,2,6,2,4,2,3,2,2,2,2,20,40,10,30,1,"female",8,">=50","Finland",1,"Employed",4,"Graduate",7,">=3001€"
655,1,1,0,1,1,0,0,0,0,0,0,5,5,5,4,4,2,6,2,5,3,20,20,10,50,2,"male",3,"25-29","Turkey",3,"Student",2,"High school",3,"1001-1500€"
656,0,0,0,0,0,1,1,0,0,1,0,4,5,2,3,3,3,4,4,5,4,40,15,30,15,1,"female",2,"18-24","Egypt",1,"Employed",3,"Undergraduate",8,"rather not say"
662,1,0,0,1,0,0,0,0,0,0,0,5,6,3,5,4,6,7,7,6,7,40,0,20,40,3,"Prefer not to answer",2,"18-24","Netherlands",1,"Employed",4,"Graduate",4,"1501-2000€"
666,1,0,0,0,0,0,1,0,0,0,0,3,4,2,5,4,2,4,3,3,3,30,10,50,10,2,"male",6,"40-44","Germany",1,"Employed",2,"High school",7,">=3001€"
670,1,0,0,1,1,0,0,0,0,1,0,2,2,2,2,2,4,5,4,4,3,25,15,30,30,2,"male",3,"25-29","Finland",3,"Student",3,"Undergraduate",3,"1001-1500€"
673,0,0,0,1,0,1,1,0,0,1,0,6,6,4,6,6,2,2,2,2,3,20,5,40,35,2,"male",4,"30-34","Saudi Arabia",1,"Employed",3,"Undergraduate",5,"2001-2500€"
675,0,1,0,1,0,1,1,0,1,0,0,5,6,5,6,6,4,4,6,5,5,20,20,30,30,1,"female",4,"30-34","Germany",1,"Employed",4,"Graduate",8,"rather not say"
676,0,0,0,1,1,0,0,0,0,0,0,2,4,3,4,4,4,4,5,4,5,20,15,35,30,2,"male",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
678,0,0,0,1,1,0,0,0,0,1,0,4,4,2,5,5,4,4,3,3,3,88,4,4,4,2,"male",3,"25-29","Saudi Arabia",1,"Employed",4,"Graduate",7,">=3001€"
680,1,0,1,1,1,0,0,0,1,1,0,3,3,2,4,3,3,4,5,3,5,30,0,0,70,2,"male",4,"30-34","Germany",2,"Self-employed",4,"Graduate",7,">=3001€"
683,1,1,0,1,1,0,0,0,0,0,0,4,4,2,6,5,6,7,7,6,2,10,20,30,40,2,"male",3,"25-29","Finland",3,"Student",3,"Undergraduate",2,"501-1000€"
685,1,0,0,1,1,1,1,0,0,0,0,6,6,5,7,6,5,6,6,5,4,20,15,30,35,2,"male",3,"25-29","Netherlands",3,"Student",3,"Undergraduate",2,"501-1000€"
689,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,4,3,2,3,4,5,30,5,15,50,2,"male",8,">=50","Germany",1,"Employed",4,"Graduate",8,"rather not say"
690,0,1,1,1,0,1,1,0,0,1,0,2,2,2,2,3,5,5,6,5,4,20,10,35,35,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",1,"<500€"
698,1,0,0,1,1,1,1,0,0,0,0,2,6,2,5,6,4,5,4,4,4,30,10,20,40,1,"female",7,"45-49","Germany",2,"Self-employed",4,"Graduate",5,"2001-2500€"
699,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,3,5,5,5,5,5,20,20,35,25,1,"female",4,"30-34","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
700,1,0,0,1,0,0,0,0,0,0,0,6,7,5,7,7,6,6,6,6,6,20,0,10,70,2,"male",7,"45-49","Germany",1,"Employed",2,"High school",8,"rather not say"
702,1,0,0,0,1,0,0,0,0,0,0,4,2,5,6,5,2,3,2,2,3,40,20,10,30,2,"male",5,"35-39","Germany",1,"Employed",4,"Graduate",7,">=3001€"
704,1,1,0,1,0,0,0,0,0,0,0,6,6,4,6,6,5,6,7,7,6,25,10,25,40,2,"male",5,"35-39","Saudi Arabia",1,"Employed",4,"Graduate",7,">=3001€"
705,1,0,0,1,1,1,1,1,1,1,0,4,4,4,4,4,3,5,2,3,4,50,5,40,5,1,"female",3,"25-29","Germany",1,"Employed",4,"Graduate",7,">=3001€"
706,1,0,0,1,1,0,0,0,1,0,0,6,6,5,6,6,5,6,6,6,5,20,10,10,60,2,"male",8,">=50","Belgium",2,"Self-employed",4,"Graduate",7,">=3001€"
707,1,0,0,0,1,0,0,1,0,0,0,5,6,4,6,5,3,4,4,5,4,40,0,40,20,2,"male",2,"18-24","Switzerland",3,"Student",4,"Graduate",2,"501-1000€"
708,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4,4,6,4,4,5,4,30,20,20,30,3,"Prefer not to answer",7,"45-49","Austria",1,"Employed",2,"High school",8,"rather not say"
714,1,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,5,4,5,5,4,11,11,50,28,1,"female",8,">=50","Germany",2,"Self-employed",4,"Graduate",4,"1501-2000€"
716,1,0,0,1,1,1,1,0,0,1,0,4,4,2,5,3,6,6,6,7,6,60,5,20,15,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",8,"rather not say"
717,1,1,0,1,1,0,1,0,1,1,0,6,6,4,6,6,6,6,6,6,6,15,5,15,65,2,"male",4,"30-34","Saudi Arabia",1,"Employed",4,"Graduate",4,"1501-2000€"
718,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,5,3,4,5,15,2,70,13,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",1,"<500€"
720,0,0,0,1,1,0,0,0,0,0,0,3,4,2,6,4,3,2,2,3,2,30,10,40,20,1,"female",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
729,1,0,1,1,1,0,1,1,0,1,0,5,5,4,5,5,2,4,4,5,3,0,0,0,100,2,"male",5,"35-39","Saudi Arabia",4,"Unemployed",2,"High school",5,"2001-2500€"
731,1,1,1,1,0,0,1,0,0,0,0,6,6,5,6,7,7,6,5,5,5,20,10,20,50,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
734,1,1,0,0,0,0,0,0,0,0,1,3,6,4,4,5,5,4,5,3,3,25,15,20,40,2,"male",3,"25-29","Saudi Arabia",1,"Employed",4,"Graduate",3,"1001-1500€"
736,0,0,0,0,1,1,0,0,0,0,0,2,2,1,3,3,4,5,2,3,4,15,30,25,30,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
737,1,0,0,1,1,0,0,0,0,1,0,5,5,4,5,6,3,5,5,3,5,20,10,30,40,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
738,1,1,0,1,1,0,0,0,0,1,0,3,6,2,5,3,3,5,7,7,7,20,25,25,30,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
739,1,1,0,1,1,0,0,0,0,1,0,5,5,2,6,6,6,5,6,4,5,20,5,15,60,2,"male",3,"25-29","Switzerland",3,"Student",3,"Undergraduate",2,"501-1000€"
744,0,0,0,0,0,1,1,0,0,1,0,2,2,1,2,3,4,4,4,4,4,25,10,30,35,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
747,0,1,0,1,1,0,0,0,0,1,0,6,6,4,6,6,7,5,6,7,6,25,5,10,60,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",3,"1001-1500€"
750,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,5,5,2,6,5,3,40,10,40,10,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",1,"<500€"
751,0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,2,4,4,4,5,4,20,40,20,20,1,"female",2,"18-24","Germany",1,"Employed",4,"Graduate",2,"501-1000€"
753,0,1,0,1,1,0,0,0,0,1,0,3,3,2,2,3,5,6,5,5,6,30,5,30,35,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
754,0,0,0,0,1,0,1,0,0,0,0,2,2,1,4,3,7,2,7,6,2,0,0,100,0,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",3,"1001-1500€"
756,1,1,0,1,0,0,1,0,0,0,0,2,3,2,5,3,3,3,4,3,3,10,40,20,30,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
760,0,0,1,0,0,0,0,0,0,0,0,2,3,2,4,3,3,4,3,3,3,10,15,50,25,2,"male",4,"30-34","Saudi Arabia",1,"Employed",3,"Undergraduate",4,"1501-2000€"
761,1,0,0,1,1,1,1,0,0,1,0,3,3,2,3,3,3,5,3,3,5,30,15,15,40,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",1,"<500€"
765,0,1,0,0,0,0,1,1,0,0,0,3,4,2,4,3,5,5,5,5,5,35,10,20,35,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",3,"1001-1500€"
768,1,0,0,1,1,1,1,0,1,0,0,4,6,5,5,6,6,5,5,4,5,30,20,20,30,2,"male",3,"25-29","Germany",1,"Employed",3,"Undergraduate",5,"2001-2500€"
769,1,0,0,1,1,1,1,0,0,1,0,3,3,2,2,3,5,5,5,5,5,10,5,55,30,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",4,"1501-2000€"
771,1,0,0,0,0,0,0,0,0,0,1,2,2,2,4,2,6,5,6,6,3,15,0,15,70,1,"female",2,"18-24","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
772,0,1,1,1,1,0,0,0,0,1,0,5,5,5,5,6,6,6,6,6,6,20,10,20,50,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",6,"2501-3000€"
774,1,1,0,1,1,0,0,0,0,1,0,2,2,2,2,3,4,4,6,4,5,30,10,30,30,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
777,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,10,10,20,60,1,"female",5,"35-39","Germany",1,"Employed",4,"Graduate",4,"1501-2000€"
781,0,1,0,1,1,1,1,0,0,0,0,3,3,2,6,4,4,4,5,5,5,15,5,30,50,2,"male",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
782,0,0,0,1,0,0,0,0,0,1,0,5,6,2,5,7,5,5,5,5,5,10,15,30,45,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
784,1,0,0,0,0,0,1,0,0,1,0,5,3,2,3,3,5,5,5,5,5,25,25,25,25,1,"female",3,"25-29","United States",1,"Employed",3,"Undergraduate",1,"<500€"
786,0,1,0,1,1,0,0,0,1,1,0,6,4,6,4,6,6,4,3,4,3,30,10,30,30,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
787,1,0,1,1,1,0,0,1,0,0,0,2,4,2,5,2,5,5,5,5,5,50,0,10,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
790,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,2,3,3,3,3,3,30,20,20,30,1,"female",2,"18-24","Italy",3,"Student",2,"High school",1,"<500€"
792,1,0,0,1,1,0,0,0,0,1,0,4,4,4,4,5,3,3,5,5,3,10,5,35,50,2,"male",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
794,0,1,0,1,1,1,1,0,0,0,0,6,7,5,5,6,5,3,5,4,5,30,5,5,60,2,"male",2,"18-24","Belgium",3,"Student",3,"Undergraduate",2,"501-1000€"
795,1,0,0,1,0,0,1,0,0,0,0,4,4,2,5,5,5,6,5,6,5,15,20,25,40,1,"female",2,"18-24","Belgium",3,"Student",4,"Graduate",1,"<500€"
796,1,0,1,1,1,1,1,0,0,1,0,6,6,6,6,6,5,4,7,4,4,30,0,40,30,2,"male",2,"18-24","Belgium",3,"Student",3,"Undergraduate",1,"<500€"
797,0,0,0,1,0,0,0,0,0,0,0,3,3,2,5,3,5,5,5,5,5,30,10,20,40,2,"male",2,"18-24","Belgium",3,"Student",2,"High school",8,"rather not say"
798,0,0,0,1,0,1,1,0,0,0,0,2,2,1,2,2,1,4,4,1,1,20,20,40,20,1,"female",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
799,1,0,0,1,0,1,1,0,0,1,0,6,4,4,6,6,5,5,5,5,5,20,10,60,10,1,"female",2,"18-24","Belgium",3,"Student",4,"Graduate",1,"<500€"
800,1,1,0,1,1,1,1,1,0,0,0,4,4,1,3,6,7,6,7,6,5,40,20,10,30,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",1,"<500€"
802,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,5,4,5,3,4,20,30,20,30,1,"female",2,"18-24","Belgium",3,"Student",4,"Graduate",1,"<500€"
804,1,0,0,1,1,1,1,0,0,1,0,6,6,5,3,6,7,7,5,6,2,20,0,30,50,2,"male",1,"<18","Belgium",3,"Student",2,"High school",1,"<500€"
811,1,0,0,0,0,0,0,0,0,0,1,3,3,3,6,6,4,5,6,6,6,10,10,50,30,1,"female",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
812,0,1,0,1,1,1,0,0,1,0,0,5,5,2,6,5,5,5,5,5,5,30,5,35,30,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
813,0,0,0,1,1,1,1,0,0,1,0,6,6,4,6,6,6,4,2,4,3,20,30,30,20,2,"male",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
815,1,0,0,1,1,0,1,1,0,1,0,5,6,5,6,6,5,6,6,5,2,25,5,25,45,2,"male",2,"18-24","Belgium",3,"Student",2,"High school",1,"<500€"
816,0,0,0,1,1,0,1,0,0,1,0,3,3,4,4,3,4,4,4,4,4,20,5,25,50,2,"male",2,"18-24","Germany",1,"Employed",2,"High school",2,"501-1000€"
817,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,2,3,2,2,3,50,5,30,15,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
821,1,0,0,1,1,0,0,0,0,1,0,2,5,1,4,5,2,3,3,3,4,30,10,20,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
822,1,0,0,1,0,0,0,0,1,0,0,5,7,4,6,7,3,4,4,3,4,50,0,10,40,3,"Prefer not to answer",4,"30-34","Germany",1,"Employed",4,"Graduate",8,"rather not say"
823,1,0,1,1,1,0,1,0,0,1,0,5,5,5,4,5,4,5,6,4,5,10,10,20,60,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
824,0,0,0,0,0,0,1,0,0,0,0,2,6,6,6,4,2,3,3,3,3,15,20,25,40,2,"male",8,">=50","Germany",1,"Employed",3,"Undergraduate",4,"1501-2000€"
